"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31912","count.31921","count.32111","count.32112","count.32113","count.32911","count.32912","count.32913","count.39911","count.39913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,48550184,158,4845014,762085,10851,602602,3005,1191,275224,7788,334,22843,13795,76,30832,7053,90,46018,74,85,5041056,1857601,11661,18103,2722,31,31113,9660,35,124547,44099,269,44696,11071,148,1,15,42546,10633,103,235164,215290,720,4825,14,11,5420,5909,20,15,74,351562,277044,1902,16589,9857,38,508,1,58703,9849,127,5986,444,8,14860,2100,44,212705,153481,593,785,1433,4,29515,12106,68,61192,20028,139,41254,4886,103,794,49,4,"EL63"
2,5446308,0,550754,60775,1189,24617,1047,52,42986,1748,106,26070,1013,30,17868,1153,43,0,0,0,12044,1587,39,3619,111,10,0,0,0,5253,791,13,25636,34708,242,0,0,12670,5123,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37607,5183,78,373,0,1,788,199,1,1208,76,3,2840,0,2,5488,1864,25,352,241,3,3786,2056,8,0,0,0,"EL64"
3,6407606,0,980702,31691,1902,0,0,0,849,3,0,4497,165,10,2137,17,4,0,0,0,96352,10777,211,0,0,0,2455,431,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL65"
