"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.12991","count.19313","count.19991","count.39111","count.39112","count.39911","count.39912","count.39913","count.99991","count.99992","count.99993","NUTS_ID"
1,13230913,202,126466,85357,8070,62105,42211,132,1036,1749,174,1005575,969593,28202,75172,103683,86,84606,25763,639,13036,11076,103,1490,424,14218,5740,73,153834,170999,4849,67741,52341,764,1086,212,1,934471,1327334,20166,120726,129324,7019,24992,6365,22,28676,14089,76,1122,1119,3,52841,6749,3145,119227,59492,1283,1072,43,1,202285,12021,32547,1635,3,158,80130,25110,5853,9435,3682,18,222213,35136,24578,0,0,0,0,0,0,0,0,0,0,0,"DEF0"
2,37708978,46957,339,149,9,0,0,0,0,0,0,1956279,773081,120534,1660543,709884,64218,172126,41910,17429,7577,1737,2788,499,102,2788,443,135,0,0,0,0,0,0,0,0,0,227624,118017,17624,228509,111805,3087,10674,9089,815,0,0,0,0,0,0,0,0,0,515358,118362,61903,53386,14216,1557,497520,56588,111590,766,1,0,1848,181,684,21,0,0,44199,2756,697,5,9,5,28,1,101,1,7,2438,258,5,"DK03"
