"ID","count.0","count.255","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.19121","count.19122","count.19123","count.19921","count.19922","count.19923","count.31121","count.31122","count.31123","count.31321","count.31322","count.31323","count.31921","count.31922","count.31923","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32921","count.32922","count.32923","count.39121","count.39122","count.39123","count.39921","count.39922","count.91121","count.91122","count.91123","count.91321","count.91322","count.91323","count.91921","count.91922","count.91923","count.91991","count.91992","count.92121","count.92122","count.92123","count.92321","count.92322","count.92323","count.92921","count.92922","count.92923","count.92991","count.92993","count.99121","count.99122","count.99321","count.99921","count.99922","count.99923","count.99991","count.99992","NUTS_ID"
1,3743304,1343,265982,18789,413,955,47,3,9859,715,8,1997253,46337,2378,64171,530,104,140711,12734,111,1100,26,1,3817,143,2,1436999,341229,1703,28448,2714,37,44662,5831,36,2377007,352644,2577,99051,2286,144,28921,4584,27,7661,252,9,2301,346,357014,55863,454,3732,60,6,113029,16186,88,1545,148,1071238,232724,934,14811,381,18,300664,36924,258,6234,3,3026,275,1,5247,581,4,380,8,"IE05"
