"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12321","count.12322","count.12323","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31911","count.31912","count.31913","count.31921","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32211","count.32212","count.32213","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.11123","count.11921","count.11922","count.12911","count.12912","count.12913","count.12921","count.12923","count.31922","count.11321","count.11322","count.12311","count.12312","count.12313","count.12922","count.31923","count.32923","NUTS_ID"
1,16681402,2086485,330042,3800,2393,3,10088,3146,15,17569,1116,18,13426,1858,18,137484,31017,251,595079,5031,659,3755,905,2,7119,29,10,13476901,1438366,21359,716939,48194,1104,19755,6642,41,531293,23176,738,14076,669,20,29334,2482,39,112,949725,167794,1647,1784956,181428,2953,3095,1989,2,25472,316,21,179044,13225,269,312,929,3,1830,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IE06"
2,1696830,196739,29740,260,161281,19329,0,0,0,3712,410,4,4951,489,5,4656,136,5,111094,2530,158,0,0,0,2436,10,2,927370,125635,1501,1830364,133538,2490,0,0,0,67782,10162,79,92935,4831,81,9046,842,2,3780,76,7,0,51441,816,78,0,0,0,0,0,0,2236,0,1,315,10,0,0,0,203,362,43,1943,76,3,765,1,175,0,0,0,0,0,0,0,0,"IE04"
3,17315652,177186,34118,214,146087,17049,188,62,5,8957,348,16,6898,520,8,209527,55135,440,487838,32183,427,3332,1047,2,31012,498,17,12589615,1667558,19033,5036004,778370,9055,1739,213,3,425680,20615,719,785518,44931,1313,41821,7833,54,9709,1664620,373992,3147,10867687,1417855,18748,5288,540,3,4052,1717,7,508943,49361,902,13026,531,23,7071,446,307,2740,130,3649,601,1,1414,1,585,27,21,994,136,1,80,18,4,"IE05"
