"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11313","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11312","count.12122","count.12311","count.12312","count.12313","NUTS_ID"
1,10915794,278956,47,472,107262,7,180,2114,17,9337232,7677,13168,2451734,36,3493,261971,5,527,8548,16,2987454,406,5077,1827597,60,2750,0,0,0,0,0,"NO06"
2,49967210,9379277,18714,18157,59867,11,137,1538620,2315,251167,720,358,3490,0,3,8910132,3896,18122,98573,198,186335,540,307,2500,0,1,5966,11,1315854,3065,1854,"SE32"
