"ID","count.0","count.11121","count.11122","count.11123","count.11111","count.11112","count.11113","count.11211","count.11212","count.11221","count.11222","count.11321","count.11322","count.11323","count.11911","count.11912","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12911","count.12912","count.12921","count.12922","count.255","count.12321","count.12322","count.12923","count.19121","count.19122","count.19921","count.19922","count.91121","count.91122","count.91123","count.91921","count.91922","count.91923","count.92111","count.92112","count.92121","count.92122","count.92123","count.92921","count.92922","count.92923","count.99121","count.99122","count.99921","count.99922","NUTS_ID"
1,178204,20237,4116,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITC4"
2,7082894,309750,87265,499,170400,59974,289,89,57,688,64,1365,144,1,678,297,1884,1903,3,63247,33242,86,211002,18410,335,793,558,1,1327,1184,790,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITC1"
3,8260332,833675,280165,1628,0,0,0,0,0,0,0,622,719,1,0,0,4268,2535,5,0,0,0,75894,11721,137,0,0,0,0,0,121,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITH5"
4,23418000,938905,186530,1925,0,0,0,0,0,0,0,1113,432,2,0,0,6876,2171,21,36,26,0,543229,45298,1169,0,0,0,2,1,632,547,20,115,16,1,15,7,32,58,86111,15450,233,2925,2964,16,1,3,20724,4470,60,919,1355,1,1,5,80,86,"ITC3"
5,98874,8406,1880,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITI1"
