"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12911","count.12912","count.12913","count.19111","count.19112","count.19211","count.19911","count.19912","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99211","count.99212","count.99911","count.99912","count.99913","count.99991","count.11311","count.12921","count.12923","count.19213","count.19913","count.91213","NUTS_ID"
1,38401717,313753,32993,691,22148,284,23,129021,10466,301,16443,1558,42,913352,141372,2515,4286,46,6,174064,26764,452,145,1,40137,6914,90,131,1,10,59,6,185417,28458,456,40812,4287,88,8223,1563,19,182185,56301,541,11347,3344,36,13177,1858,29,2774,585,11,256,284,518,6,2,55529,4080,131,15063,260,31,13515,1305,23,3,124,2,1901,32,1,260,0,0,0,0,0,0,"ES51"
2,12539763,93357,8675,148,4669,61,6,9198,3282,24,442,3,2,529809,23338,963,143617,1536,330,107697,6759,195,3,0,13038,1508,27,0,0,84,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3579,21,2,873,0,455,12,3,34196,2077,46,20409,2708,42,5544,255,3,0,248,1,207,2,0,0,13,20591,28,2,1,1,"FRJ1"
