"ID","count.0","count.12111","count.12112","count.12113","count.12911","count.12912","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12913","count.12921","count.12922","count.12923","count.31111","count.31112","count.31113","NUTS_ID"
1,39159,6090,852,10,53,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC0"
2,74298,0,0,0,0,0,13123,1398,25,6270,509,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRF1"
3,3738,0,0,0,0,0,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRF2"
4,78247132,1022748,361991,1262,124224,40455,13726501,3512748,16210,876633,444130,1079,15371,5239,21,183232,24861,165,1139,757,6,273711,39584,339,576,222,2,293100,97420,382,4025,574,7,207614,217781,383,56383,21044,71,192,5957,1524,2,25685,1768,26,"FRF3"
