"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.19111","count.19112","count.19113","count.99111","count.99112","count.99113","NUTS_ID"
1,11581853,943618,104392,1675,107148,14340,223,15062,960,28,1285,54,1,2327,3132,19,677,52,6,6957,252,4,0,0,0,0,0,0,"SE22"
2,78925918,4996681,712121,10142,1371352,199140,2783,167830,15629,233,3851,198,8,6488,3553,27,2960,417,11,2800,234,10,5616,580,17,1242,267,2,"SE21"
