"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11123","count.11311","count.11312","count.11313","count.11321","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12313","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11122","count.12312","count.12321","count.12323","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,46390149,177078,392,325,357049,447,24765,1,39,2383,630437,551,1043,5706101,121732,10974,133509,29,266,154277,9,344,891,5,2823865,1241,5400,12609496,263366,26462,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO06"
2,20456196,1167150,105,2470,169545,319,136823,9,311,0,42976,36,81,2448,0,4,4917946,3299,9594,2740927,248,5654,625117,923,165549,481,223,55589,18,72,2,257,18975,65,12571,186,21,15295,3,41,3595,160,4,"SE32"
