"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11311","count.11312","count.11313","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","NUTS_ID"
1,4271331,83094,83772,197,343,426,5,690947,542018,869,158,295,4,53001,16957,110,0,0,0,0,0,0,0,0,0,"DE40"
2,2969983,107690,107731,203,510,380,1,204065,252606,272,845,144,0,2162,1766,0,239,16,1,0,0,0,0,0,0,"DE80"
3,64625279,1790,715,4,0,0,0,9110909,2235508,12621,1118255,164462,1532,349703,75383,550,0,0,0,16494,4712,27,18730,3438,22,"PL42"
4,10221771,0,0,0,0,0,0,1792230,513292,2951,213383,19551,309,44568,8081,70,0,0,0,0,0,0,0,0,0,"PL43"
