"ID","count.0","count.12111","count.12112","count.12113","count.12211","count.12911","count.12912","count.12913","count.19111","count.19911","count.92111","count.92112","count.92113","count.92911","count.92912","NUTS_ID"
1,700018,107227,3341,350,158,1396,12,3,9,48,6035,172,8,1443,114,"ITG2"
