"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32911","count.32912","count.32913","count.11121","count.11122","count.11123","count.11921","count.11923","count.12121","count.12122","count.12123","count.12921","count.12923","count.31121","count.31123","count.31921","count.32121","count.32123","NUTS_ID"
1,38363609,788316,58993,1958,1182736,49414,3468,43216,799,71,111766,6423,278,496813,34604,1450,27212,1393,51,19137,789,58,200212,13452,663,5284,196,9,16013,538,48,98610,3959,280,1103,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES24"
2,52185742,2465520,217368,4773,1554526,165610,5085,97436,3367,129,450274,35511,1002,371529,70573,1207,55610,3933,112,193462,5069,155,119509,14020,365,8772,553,35,59225,4138,94,35189,10155,142,1584,340,5,109519,27,69,51880,45,90024,3,104,53646,71,2373,1,36,17124,6,"ES51"
