"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11911","count.11912","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","NUTS_ID"
1,3124216,3953,167,5,189,76,488,264,91355,9485,169,11133,1855,29,10621,2068,26,8962,569,18,4324,412,6,1044,77,1,20109,1977,50,1348,274,1,4383,788,17,"ES51"
