"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.31111","count.31112","count.31113","count.31211","count.31212","count.31911","count.31912","count.32111","count.32112","count.32113","count.11321","count.11322","count.12913","count.92913","count.99911","count.99912","count.19911","count.19912","count.19913","count.91211","count.91212","count.91213","count.92211","count.92212","count.92213","count.99111","count.99112","count.99113","count.99211","count.99212","NUTS_ID"
1,3228760,425678,39303,927,3233,20,5,1075,26,4,2407,407,3,2568,173,4,200791,57814,585,1079,45,6,24223,18177,137,233,377,3592,282,7,408,46,1,21,75,2,137,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITF3"
2,8506576,1250030,242534,1556,0,0,0,76967,7718,122,2745,1,2,28388,5012,24,18943,3637,51,2515,353,1,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,143052,21576,251,9,8,592,77,606,179,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITF4"
3,66568671,8442232,833179,17557,50445,256,45,1232000,115746,2858,12474,3559,35,126656,18239,262,1379338,332387,3345,110328,18902,303,13821,8241,64,104466,17638,9576,2423,25,316,3,2,40946,14944,138,11020,1312,0,0,0,0,0,0,0,0,0,0,16,30,204,28,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITF5"
4,2359659,394946,76028,908,0,0,0,47503,12191,139,0,0,0,14461,3577,39,15797,7679,61,941,456,7,0,0,0,6597,2625,49255,8124,168,6563,1149,16,6913,903,22,119,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,305,200,513,212,1,9639,714,46,2263,287,8,583,30,4,74,3,"ITF6"
