"ID","count.0","count.11111","count.11113","count.11311","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11112","count.11312","count.11313","NUTS_ID"
1,6665675,28228,49,277,382234,14,744,217995,1163,330,161535,38,333,5180,271,3,2048695,4178,3642,654359,199,1358,0,0,0,"NO06"
2,75845717,1460718,1517,1788746,77433,878,89,6222721,18324,9201,297696,1605,498,3823352,26455,3859,218946,1428,261,551,0,0,5400,16223,1882,"SE32"
