"ID","count.0","count.99911","count.99912","count.11111","count.11112","count.11113","count.11211","count.11212","count.11911","count.11912","count.11913","count.12111","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32911","count.32912","count.32913","count.39111","count.39112","count.39113","count.39211","count.39212","count.39213","count.39911","count.39912","count.39913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99913","NUTS_ID"
1,1710,171,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL42"
2,2337373,16274,760,20310,2400,36,1070,328,298,147,3,101,13156,1727,26,1858,115,6,1049,26,2,6447,660,13,920,151,2425,35,6,78658,1896,194,45838,2276,106,15552,357,26,23845,1028,56,2307,250,8,587,75,2,25158,258,39,679,3,1,2990,9362,97,14,3112,74,11,1400,37,4,14426,639,32,11711,560,25,35,"EL43"
