"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32913","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.32912","NUTS_ID"
1,40588421,2845964,202938,15259,29441,5121,142,1120673,21704,8559,50443,6258,156,5515135,181867,36386,5206,878,16,8299373,128576,51737,316645,9985,1973,16254,37,87,15729,589,141,405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES43"
2,24556633,469501,31274,1728,16734,1899,81,138280,3252,337,14221,416,50,5859354,225817,31294,32171,4388,72,5910569,136674,44346,94537,3274,264,580081,12619,2105,1799251,44838,7686,2639,6,94003,1790,337,17429,339,83,34,134559,5435,365,230278,11986,862,9,"PT1C"
