"ID","count.0","count.255","count.11921","count.11922","count.11923","count.19921","count.19922","count.91921","count.91922","count.91923","count.12921","count.12922","count.12923","count.19923","count.91911","count.91912","count.92921","count.92922","count.99921","count.99922","count.99923","count.99991","count.99992","NUTS_ID"
1,26726235,612,6643637,429910,11574,3,1,809,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"BA01"
2,15238364,0,6813139,160944,8737,0,0,0,0,0,765645,39327,841,0,0,0,0,0,0,0,0,0,0,"BA02"
3,17714083,2131,1004032,52381,2077,1796,61,132728,2519,324,1020,13,0,3,51,12,848,21,9344,446,22,112,2,"HR03"
