"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","NUTS_ID"
1,76898049,19588131,1267218,27159,197442,7081,223,176074,8577,271,"LV00"
