"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92911","count.92912","count.92913","count.99111","count.99112","count.99911","count.99912","count.99913","count.11311","count.11312","count.11313","count.19111","count.19112","count.91311","count.91312","count.91313","count.99113","count.99311","count.99312","count.99313","count.99991","count.99992","NUTS_ID"
1,1342476,49756,18956,84,14184,2049,15,7991,646,16,7490,285,5,5808,15,8,6448,6973,8,12767,3780,26,2,8210,6462,12,843,88,39486,7636,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE80"
2,5348354,129550,54651,262,52360,14812,124,0,0,0,0,0,0,7409,903,11,49833,21613,73,33859,7951,51,0,0,0,0,4475,3954,91753,15188,201,83625,45428,149,30,31,16634,12235,34,5,14292,4444,23,71,2,"SE22"
