"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19111","count.19112","count.19113","count.19211","count.19212","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.32111","count.32112","count.32113","count.32312","count.32313","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.92211","count.92212","count.92213","count.99211","count.99212","count.99213","NUTS_ID"
1,41247035,9,2502364,646069,7458,221636,67533,752,69119,3573,203,10977,8222,45,23157,5237,66,78397,17799,252,2515,646,10,1411986,445298,4623,508389,166876,1638,10248,1603,35,24417,10795,54,60586,18267,172,59587,21884,194,1951,498,3,2985,1656,12,20,10,3883,1042,9,26164,31767,138,4894,8439,12,12404,15456,53,554,1,164621,41884,474,7086,150,8,9167,1264,41,114746,51257,373,47577,12450,126,1731,585,6,4343,1146,12,0,0,0,0,0,0,"ITF6"
2,735415,0,21189,3253,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65199,10075,205,0,0,0,384,293,0,0,0,0,0,0,0,1705,617,4,0,0,0,633,96,2,0,0,139,72,0,0,0,0,0,0,0,0,0,0,0,0,25128,1571,66,0,0,0,178,157,0,25649,5197,84,3926,2822,13,264,66,1,298,115,0,3288,828,10,346,32,2,"ITG1"
