"ID","count.0","count.12111","count.12112","count.12911","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.12113","count.12912","count.12913","count.19111","count.19112","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99911","count.99912","count.12311","count.12312","count.12313","count.19113","count.39111","count.39112","count.39312","count.39911","count.39912","count.39913","count.92311","count.92312","count.92313","count.99111","count.99112","count.99113","count.99913","count.99991","count.99992","count.92991","count.99993","NUTS_ID"
1,1564052,580,37,7,314117,704414,575,73692,170971,188,15965,23375,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL22"
2,3462144,34332,40018,10045,0,0,0,0,0,0,0,0,0,104,13984,35,19,297,605,1198,1,7560,8816,29,20446,18959,87,330,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL23"
3,14077085,1329151,480052,279383,2216785,1017617,3070,135208,118683,470,86075,24795,147,2388,29679,422,742,181,980,147,2,432268,286916,916,149768,62817,338,14777,7519,168451,94262,386,5,261,121,33,2330,2183,7,40741,61018,194,479,535,2,22,136,93,0,0,"NL32"
4,107877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,1,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL34"
5,5558753,312763,500175,43168,1252851,2487437,2540,241509,508361,551,38508,59104,81,583,34125,81,0,0,0,0,0,0,0,0,0,0,0,0,0,60638,70884,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL35"
6,17753383,1673555,472901,275679,2361260,2132171,3199,345926,523037,742,73000,28808,116,2662,52062,417,360,0,2007,3244,6,217465,92223,467,61400,16759,118,22486,6949,193529,77169,287,3,0,0,0,0,0,0,28374,11711,31,75,0,0,29,11341,3937,18,51,"NL36"
7,203871,12986,18357,1803,251,180,1,0,0,0,48,89,0,27,3686,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6311,9506,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL41"
