"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.91111","count.91112","count.91113","count.91911","count.91912","count.92111","count.92112","count.92911","count.92912","NUTS_ID"
1,21467186,1694672,540675,2342,21551,6119,44,33102,10883,35,158376,58356,276,13696,5098,30,9927,9113,9,29092,11007,26,1098,629,1685,1593,2355,1650,"AT11"
2,5400559,251008,112745,352,733,79,0,25436,10254,10,6988,933,11,1005,58,16,4,0,0,0,0,0,0,0,0,0,0,0,"AT12"
3,9434975,194441,49985,253,0,0,0,3439,361,14,832308,458810,1496,476,322,0,28389,3499,36,0,0,0,0,0,0,0,0,0,"HU21"
4,45014743,261162,67646,512,0,0,0,7232,1725,17,3503584,1589950,6379,5404,462,10,100974,41464,193,0,0,0,0,0,0,0,0,0,"HU22"
5,1024981,71,12,0,0,0,0,0,0,0,19546,10642,26,0,0,0,5172,1558,4,0,0,0,0,0,0,0,0,0,"SK01"
6,7041387,0,0,0,0,0,0,0,0,0,285683,66516,460,2,0,0,34416,8356,91,0,0,0,0,0,0,0,0,0,"SK02"
