"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","NUTS_ID"
1,37961085,377823,104916,708,1171,1,2,7485,4581,15,2964224,1076428,5443,24,69412,24955,110,0,0,0,"HU23"
2,203658,0,0,0,0,0,0,0,0,0,4947,7994,17,0,246,650,1,0,0,0,"HU33"
3,52676449,0,0,0,0,0,0,39119,14421,74,33376,17063,86,0,2940497,1439664,6515,15145,1661,34,"HR02"
