"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.31921","count.31922","count.31923","count.32921","count.32922","count.32923","NUTS_ID"
1,38193479,147168,70085,459,831381,472634,1842,5002,1374,8,66073,28842,156,1092,691,5,3019,1463,5,331498,233999,640,5053991,1444614,6872,3186,1992,4,601490,201344,895,27986,14889,50,27783,16946,46,0,0,0,0,0,0,"DE13"
2,2627828,0,0,0,18439,4257,23,0,0,0,0,0,0,0,0,0,582897,172664,773,0,0,0,2782,747,3,0,0,0,193,502,0,0,0,0,83044,32591,114,5262,1205,3,0,0,0,"CH02"
3,10083877,0,13,0,9348,5032,12,0,0,0,0,0,0,675,2544,6,977878,673880,1900,1302,222,4,15925,8608,31,0,0,0,0,0,0,7005,4579,9,217255,227402,517,135814,43673,173,3692,1004,7,"CH03"
4,179760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12416,14142,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5265,6371,15,0,0,0,0,0,0,"CH04"
5,31151602,270215,162635,704,300876,105101,414,17153,16291,17,33569,12181,65,4050,613,0,1948,237,6,884808,304236,6723,696441,304555,31913,8181,4294,3,10872,6542,23,119883,15013,2503,3732,3170,15,0,0,0,0,0,0,"FRF1"
6,944434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118665,44521,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRF3"
7,349040,0,0,0,14036,4113,28,0,0,0,355,51,0,0,0,0,0,0,0,35901,10128,26,20338,6993,10,2546,482,4,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRC2"
