"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","NUTS_ID"
1,22903752,735967,672023,1093,259560,265963,405,40822,15575,59,298078,246087,440,134366,131395,206,47671,12069,52,28616,13027,20,119803,103450,96,1673,388,5452,1542,5,34330,19351,26,341,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEA3"
2,248543,6566,24562,10,182,982,1,74,8,0,2162,5197,6,573,1300,0,616,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEA4"
3,41473002,887248,763952,1319,91244,93140,141,58257,23301,66,1168370,1001679,1709,40100,27747,68,77213,39037,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946954,676652,1377,6392,7765,11,10382,4579,13,1757779,1134227,2477,22749,19038,28,25693,11949,43,"DEA5"
4,7259305,37451,34904,45,440,608,0,830,320,0,184002,123316,258,322,11,0,25867,11115,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334359,345760,503,4830,5232,2,4819,2950,11,1031953,880345,1397,16684,10935,14,13148,9486,26,"DEA2"
5,10917015,110679,55100,147,38550,39810,50,10007,2114,11,468831,301991,732,38352,26731,72,54213,26702,80,2178,3239,0,21468,37364,43,686,64,2624,2330,6,15422,10741,25,307,576,246331,156362,406,1806,2588,3,13944,4577,21,140087,124101,276,1118,1317,2,11378,5099,23,"DEA1"
