"ID","count.0","count.99911","count.99912","count.255","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.39111","count.39113","count.39911","count.39913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99113","count.99913","count.99991","count.39112","count.39912","count.99112","count.99992","count.99993","NUTS_ID"
1,17089,84,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE94"
2,4968501,12852,1144,1590,520878,261270,20772,12549,7278,1526,69244,14221,5626,2113,194,310,7270,222,995,1889978,1935726,6335,13684,5368,9,17206,16243,1106,1521,446,1947,433,10685,2582,2900,11774,1065,8058,2011,289,806,79,0,0,0,0,0,"NL11"
3,18386076,24707,21441,10022,330050,451214,41694,3361,4241,1,32476,32627,5773,1280,300,42,4107,2188,413,5233212,11140513,308310,356995,757423,33062,228668,338516,26965,1168,6752,9264,7616,268605,306686,17092,499039,404863,85013,175,430,9437,7374,515,3714,11,279,5,"NL12"
4,7937773,0,0,0,801015,595521,71879,41996,28442,3287,6215,1760,135,0,0,0,0,0,0,1380549,1157516,249258,168190,120721,11202,31429,18023,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL13"
5,923439,0,0,0,80745,72823,51817,15241,31036,1561,0,0,0,0,0,0,0,0,0,230970,436556,32370,19370,57685,510,5675,10872,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL21"
6,2641395,39,212,0,19376,19964,15,0,0,0,1470,6332,0,0,38,0,13,146,0,15873,17505,42,5,20,0,822,48,0,0,0,0,0,40,308,0,4089,6636,0,0,0,0,0,0,0,0,0,0,"NL23"
7,1045817,864,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13171,12701,13,2027,899,1,148,0,0,8,0,0,43,3,0,"NL32"
