"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.19121","count.19122","count.19123","count.19321","count.19322","count.19323","count.19911","count.19912","count.19921","count.19922","count.19923","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31921","count.31922","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32921","count.32922","count.32923","count.91121","count.91122","count.91123","count.91321","count.91322","count.91323","count.91921","count.91922","count.91923","count.92121","count.92122","count.92123","count.92321","count.92322","count.92323","count.92921","count.92922","count.92923","count.99121","count.99122","count.99123","count.99321","count.99921","count.99922","count.99923","count.31923","count.39121","count.39122","count.39321","count.39322","count.39323","count.39921","count.39922","count.39923","count.99322","NUTS_ID"
1,17757550,840,1156,3,1328637,311114,2551,145,107,2,221075,60580,417,356,1489,5,13946,4383,39,1112064,326363,2521,242987,68358,473,4428,1714,5,9084,3765,30,790,190,1,12,519,1451,589,8,4141,2000,16,140062,93895,238,39998,15672,51,254564,165010,473,374,104,2789,1267,4,141478,64595,224,35653,14388,54,187053,106632,313,6530,447,17,22679,15216,102,672,2,3,2050,1758,6,36813,18187,134,5093,741,17,6729,738,19,3117,5042,17,12,2169,1657,5,0,0,0,0,0,0,0,0,0,0,"ES11"
2,10637924,0,0,0,1300389,201076,2056,0,0,0,215373,38345,325,0,0,0,10635,1818,15,177922,39141,300,26899,8018,79,1695,924,1,7790,2825,31,682,17,1,0,0,2373,339,8,0,0,0,122784,24547,214,0,0,0,99673,22587,187,5016,817,0,0,0,38552,17161,43,0,0,0,885,818,0,0,0,0,166,70,0,305,244,0,2143,412,6,0,0,0,0,0,0,0,0,0,115,43,0,6,332,48,0,11,1327,64,8366,433,22,3600,255,1,6,"ES12"
