"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.12111","count.12112","count.12113","count.12311","count.12312","count.12911","count.12912","NUTS_ID"
1,4402794,12089,1241,23,21,93908,13891,159,506,82,587,49,"PL81"
