"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.255","count.11911","count.11912","count.11913","count.19911","count.19912","count.19913","count.99911","count.99912","count.99913","NUTS_ID"
1,42499856,14798197,8458,20930,46305,85,44,1145751,1179,2670,10574,52,4,2668,34,4,0,0,0,0,0,0,0,0,0,0,"FI1D"
2,21740213,625664,97,1116,0,0,0,8267259,12102,19961,0,0,0,110314,307,311,9149,3147,74,2,66468,368,157,47361,321,103,"NO07"
