"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,43507351,355651,10616,680,21335,3003,42,4857,11,16,10190899,591996,20497,31603,630,48,91007,31751,215,93674,14403,251,"BG41"
2,8737826,46106,314,45,0,0,0,1860,11,5,589639,7382,796,0,0,0,78,0,0,6073,347,11,"BG42"
3,11047566,24493,237,27,0,0,0,0,0,0,1829508,166605,2942,79554,405,171,4425,163,4,26874,3930,45,"EL51"
4,17987542,0,0,0,0,0,0,0,0,0,3003338,346850,5783,59418,985,99,2429,292,0,75799,13497,183,"EL52"
5,786623,0,0,0,0,0,0,0,0,0,55104,1105,59,0,0,0,1916,0,0,105520,5317,163,"MK00"
