"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19111","count.19112","count.19113","count.19121","count.19911","count.19913","count.19921","count.19922","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31211","count.31212","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31911","count.31912","count.31913","count.31921","count.31922","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32211","count.32212","count.32213","count.32311","count.32312","count.32313","count.32321","count.32322","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.39911","count.39912","count.91111","count.91112","count.91121","count.91122","count.91123","count.91911","count.91912","count.91913","count.91921","count.91922","count.91923","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92311","count.92312","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99111","count.99112","count.99121","count.99911","count.99912","count.99913","count.99921","count.99923","count.255","count.11321","count.11322","count.11323","count.31923","count.32323","NUTS_ID"
1,12065433,296796,65605,531,12092,4666,27,657,320,48424,4568,47,3939,1107,6,382373,114426,824,173524,12341,145655,2500,808,2,26457,4430,1086,10731,99,12,2113,15,108,26,2441,26,300,13,7208490,1366007,39940,605301,33802,2276,202,5,354881,51118,2039,1648,191,5,29684,2499,47,519,573,5128123,1329185,10575,863965,99371,70662,4795,2913,6,118267,21809,472,1918,513,38861,15760,67,5574,281,7,123,8,35,44,98234,20113,654,12083,1284,8,35089,9732,25,108046,37329,137,7005,82,440,3411,297,45824,13335,564,3364,216,3,73,1,6,389,70,26,214,1,0,0,0,0,0,0,"IE06"
2,3398312,0,0,0,348574,2706,17586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627880,84592,1448,1815406,47194,5352,0,0,21505,119,12,31094,2385,51,1076,78,1,3971,174,790589,202250,12317,11171579,678570,20283,0,0,0,65994,13739,274,478437,34223,2363,283,5,57737,6690,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,46773,173,6062,1,4677,"IE04"
