"ID","count.0","count.11111","count.11112","count.11113","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11311","count.11312","count.11313","count.11321","count.12321","count.12323","NUTS_ID"
1,604601,3563,6331,11,36838,17140,51,5179,6051,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRI1"
2,12898915,1938878,62105,2424,460334,17228,786,0,0,0,686800,1073,797,11624,3308,31,116141,582,136,136876,26,169,278282,294,394,3323,3219,26,52817,464,95,76829,3,116,0,0,0,0,0,0,"ES24"
3,9104414,871737,19929,1270,1427817,28253,2375,0,0,0,1111965,351,1024,0,0,0,37034,477,51,102377,0,113,605751,143,1049,0,0,0,221350,697,471,236527,25,524,0,0,0,0,0,0,"ES51"
4,46792589,5138581,954503,7282,6754896,2112247,9716,133557,98660,203,2228078,38125,2708,42741,5879,65,97519,526,146,255548,442,397,3167549,59246,3766,10245,1474,10,218977,25452,327,597156,3305,963,14505,10690,22,529,1780,1,"FRJ2"
