"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19113","count.19911","count.19913","count.91111","count.91112","count.91113","count.91911","count.91912","count.92111","count.92112","count.92113","count.92191","count.92192","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92992","count.99111","count.99113","count.99911","count.99912","count.99913","count.255","count.11111","count.11112","count.11113","count.11311","count.11312","count.19112","count.19311","count.19312","count.19313","count.19912","count.99112","count.99311","count.99312","count.99313","NUTS_ID"
1,12339980,1627668,486840,51555,29008,7720,1054,44933,9232,4420,140,1,334,43,337,811,2,55,254,75623,25877,753,3,1,164,44,1,35970,5258,958,16,20,528,3,2261,18,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DK04"
2,26191157,3562563,1128788,176027,632828,227314,22715,144226,47956,9491,3949,468,5054,228,0,0,0,0,0,220746,24185,24138,0,0,37814,4992,3341,83835,6055,12789,0,0,6290,3460,7118,37,515,47,3929,452,275,309,16,784,1146,444,53,542,41,592,2,193,"DK05"
