"ID","count.0","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99911","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91311","count.91312","count.91911","count.91912","count.92311","count.92312","count.92313","count.99111","count.99112","count.99113","count.99311","count.99312","count.99912","count.99913","count.255","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.99313","count.99991","count.99992","count.99993","NUTS_ID"
1,205822,2846,261,5,13171,173,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DK04"
2,946965,55627,10956,123,19207,2169,57,15046,255694,68207,488,35333,5405,40,2422,377,4,1400,470,6,180,3234,223,3,764,254,2,20,35,461,153,7658,669,11,263,9,1,96,10,349,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE22"
3,19260534,294892,109477,760,121166,19837,324,10981,1480085,583389,2898,13888,4058,35,106822,28278,312,0,0,0,0,1905,87,0,0,0,0,12,1,2,0,3199,1752,7,2748,210,7,250,3,455,32,7,910879,99874,1387,8525,127,8,11609,1700,17,2,986,1,5,"SE23"
