"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,44375222,13893,816,33,409,164,2,2770,168,11,2878100,37036,2849,660597,6867,659,98576,1908,123,22349,570,27,2078,88,6,3174,208,9,"FI19"
2,44934718,0,0,0,0,0,0,0,0,0,5920469,46732,4964,865750,10645,954,104582,2349,125,0,0,0,0,0,0,0,0,0,"FI1D"
