"ID","count.0","count.11111","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.92111","count.92113","count.92211","count.92213","count.92911","count.92912","count.92913","count.99991","count.99992","count.11113","count.19911","count.91111","count.91112","count.91211","count.91212","count.91213","count.91911","count.91912","count.92112","count.92212","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99993","NUTS_ID"
1,2688629,573,22507,50,230,2495,5,478,5835,1,22,52828,104,231,12154,35,27,929,5,1291,1,1716,5,9,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES52"
2,2310665,804,7970,16,145,947,0,2,13743,145,4593,36143,113,295,900,47,0,23667,7112,1932,16,2614,101,586,200,0,39,71,69,1,499,2,1,10,5,254,30,771,3,278,5752,28,755,54,"ES51"
