"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11911","count.11912","count.11913","NUTS_ID"
1,11196644,20130,1892,27,20406,257,31,1188068,199338,2066,614061,73927,994,11202,476,29,0,0,0,"PL92"
2,25968337,374932,16532,642,107020,3838,158,2944975,218660,5176,1530441,96450,2808,82793,4186,153,3083,97,12,"PL72"
3,29349591,779910,73333,1866,407767,33373,837,2057257,213784,4844,740763,67372,1735,40902,2275,76,5444,1362,15,"PL81"
4,15594390,234101,6410,308,10415,213,21,4236408,148989,6457,1099455,21375,1769,155645,11330,232,132,3,0,"PL82"
