"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,41773636,191513,68733,372,2100,692,7,4403,998,14,4727301,1740417,7500,922503,390370,1513,55462,12078,95,"CZ02"
2,32912474,9011,5257,15,63,490,0,33,0,0,4317058,1746431,5650,699026,307292,933,104610,29862,139,"CZ03"
3,7532666,781,217,0,26,0,0,131,1,0,695774,354752,959,167501,87882,244,5747,3526,10,"CZ06"
4,945955,3151,389,4,0,0,0,74,13,0,132487,14916,168,315,10,0,12554,1677,19,"CZ01"
