"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19913","count.19912","count.19311","count.19312","NUTS_ID"
1,39118793,262226,14236,671,3576,14,2,2583,247,8,5500413,485062,11733,415654,43095,922,727676,28957,1384,9493,351,33,423,5,0,0,0,"BG34"
2,30041108,1573807,88637,2673,8568,1193,20,98704,5123,202,7965348,388817,14946,80623,8950,172,297202,18045,607,11,0,0,4909,13,23,0,0,"BG42"
3,4978691,406588,30357,915,5001,125,6,0,0,0,203854,46818,558,1141,46,6,8028,1621,19,9285,2625,24,962,1,70,3,5,"EL51"
4,6162135,12,0,0,0,0,0,88646,2271,77,20413,6127,55,153,1,0,694499,66459,1193,16646,4377,39,11355,14,1314,193,14,"TR21"
