"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31321","count.31322","count.31323","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.11221","count.11222","count.11223","count.11921","count.11922","count.12921","count.12922","count.12923","count.11923","count.12221","count.12222","count.12223","NUTS_ID"
1,2255785,324120,17369,395,22224,109,20,9088,440,14,49839,2309,74,1361,203,1,4379,273,9,316046,30925,416,71422,1076,87,812,216,1,44821,1910,43,16151,408,9,15053,1751,17,2037,26,5,15748,515,25,684,28,5518,89,13,62533,1847,100,63894,1073,68,39130,1719,60,34370,110,41,0,0,0,0,0,0,0,0,0,0,0,0,"FRC1"
2,3767510,0,0,0,919362,271193,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76853,27556,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524,328,9,770,489,789,225,2,0,0,0,0,"FRC2"
3,71904252,1698010,306167,2314,4059234,1902059,7617,24705,1336,31,19573,2852,25,39668,26727,76,11999,3784,17,6404375,869823,8663,1900267,649386,3229,4977,947,4,671697,98884,1009,140690,29652,260,349819,58264,385,0,0,0,0,0,0,0,0,0,0,0,1739,41,3,115566,2681,185,0,0,0,22595,600,30,36311,14276,68,36736,18884,27595,15682,42,57,8708,4272,12,"FRK2"
