"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11911","count.11912","count.11913","count.19111","count.19911","count.19912","count.91111","count.91112","count.91113","count.91211","count.91212","count.91911","count.91912","count.91913","count.99111","count.99112","count.99911","count.99912","NUTS_ID"
1,393484,19825,1990,46,50,4938,271,8,1,342,48,16100,1618,38,263,55,5684,630,14,8,1,185,23,"ITF4"
