"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.91111","count.91112","count.91911","count.91912","count.92111","count.92112","count.92311","count.92312","count.92911","count.92912","NUTS_ID"
1,6432696,654549,103,656,187787,39,193,6408,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE32"
2,85385346,4385068,35692,5207,2334540,27098,2553,108209,1627,107,233893,33015,395,127609,14630,204,17183,2502,35,308,374,115,165,893,672,39,11,51,5,"SE31"
