"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11911","count.11912","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.11322","count.11323","count.11913","count.12923","count.11921","count.11922","count.11923","NUTS_ID"
1,7472813,303402,37572,397,3556,20,1,36585,1275,39,2161,212,3,969256,72384,1135,682508,16517,918,160397,8646,194,114538,2573,155,3919,68,4,172,1,0,0,0,0,0,0,0,"CZ07"
2,14427486,326842,38141,354,2970,48,3,56883,4088,47,687,5090,93,2847316,413277,3343,358504,23057,404,236374,29861,259,38690,3869,41,66504,12537,62,674,0,92,5,2,3,0,0,0,"CZ08"
3,104903,19768,46,26,11912,109,12,1704,8,2,5376,0,0,1608,2,3,2199,28,0,395,0,2,10171,12,21,0,0,0,0,0,186,7,0,0,0,0,0,"PL21"
4,10618004,536001,46832,846,371239,5125,545,96543,5283,145,17053,7116,398,996126,103393,1741,983784,25224,1374,106115,2826,165,44654,1129,65,15610,3454,30,777,3,48,26,15,0,2403,58,5,"PL22"
5,12545440,1478868,79886,1646,243536,231,296,78256,1680,86,151,12828,215,540516,24233,736,231955,659,245,86741,1526,104,36589,19,34,16273,2149,22,0,0,0,1,12,0,0,0,0,"SK02"
6,32775096,2205936,218599,2503,1204925,21546,1138,170522,10923,199,18611,15536,3914,2861558,226694,3879,1540463,31484,1955,194951,14014,206,73932,2450,76,57978,13918,63,104,12,109,3,16,0,72,0,0,"SK03"
