"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,14507334,539292,24745,725,256141,9687,377,324,96,4,3502731,187843,5423,1383203,51836,2045,31014,6061,74,"PL21"
2,2089163,182759,7853,201,93276,4246,113,2767,122,1,404493,29058,567,134976,9288,205,19997,3284,38,"PL72"
3,56181387,660208,43810,844,309929,19715,469,332,0,0,11923159,858320,19140,5855070,389417,8428,206879,31163,368,"PL82"
