"ID","count.0","count.92911","count.92912","count.99911","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11221","count.11223","count.11911","count.11912","count.12111","count.12112","count.12211","count.12212","count.12213","count.12911","count.12912","count.19911","count.19912","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.99912","NUTS_ID"
1,10743,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITC3"
2,1103351,18,13,3,13220,1673,26,2494,1100,7,52,5,292,141,34,9,256,278,1,17,39,4,1,1952,528,1,330,138,1,832,135,1,4,"FRL0"
