"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11311","count.11312","count.11313","count.11923","NUTS_ID"
1,5760261,70510,13411,72,84494,23586,102,2872,468,2,1696,3,2,1145,98,226294,90515,322,579109,182751,839,10682,4254,21,12776,4943,25,6713,2692,8,16313,4391,19,0,0,0,0,"DEA5"
2,45151004,1101990,642051,1490,106190,26874,132,4192,1636,7,19111,4174,21,278,0,3368507,1903140,4518,1281715,569469,2658,119659,73330,117,287453,67588,315,75842,20416,98,18557,5167,28,37558,26209,57,0,"DEB1"
3,1266826,219470,89140,266,0,0,0,0,0,0,1311,359,3,0,0,198303,65435,245,0,0,0,8985,3564,16,0,0,0,251,0,0,0,0,0,17731,5415,30,0,"DEB2"
4,16887381,198180,144541,232,530507,409422,757,23282,24385,37,5094,1119,3,929,1178,1427988,853295,13738,702924,429375,986,10039,13654,22,11733,11583,18,120730,22953,637,6815,1860,10,2113,1497,1,1,"DEA2"
5,4605455,111862,71314,154,0,0,0,0,0,0,22,22,0,0,0,258789,130514,307,0,0,0,12342,9303,15,0,0,0,312,538,0,0,0,0,6106,3365,15,0,"DE71"
6,7197295,255197,134538,391,10728,387,11,3,0,0,5422,1869,2,26,0,611173,382790,911,153536,33800,203,74866,49450,92,57021,8798,68,5830,2664,10,2828,2397,14,25084,12803,49,0,"DE72"
