"ID","count.0","count.11921","count.11923","count.11922","count.12921","count.12922","count.12923","count.11911","count.11912","count.11913","count.12911","count.12912","count.12913","NUTS_ID"
1,31766,59,1,0,0,0,0,0,0,0,0,0,0,"BA01"
2,16017733,8328896,10024,101805,99613,6010,74,0,0,0,0,0,0,"BA02"
3,46750654,23829645,26729,857671,605027,18632,573,1313629,101024,1840,215235,11140,378,"ME00"
4,610851,28962,56,882,0,0,0,0,0,0,0,0,0,"HR03"
5,768983,33652,19,1305,40785,3269,37,122453,4496,130,53862,2041,59,"RS21"
