"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12991","count.19111","count.19112","count.19211","count.19212","count.19911","count.19912","count.19913","count.19991","count.19992","count.19993","count.91111","count.91112","count.91113","count.91211","count.91212","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.99111","count.99112","count.99113","count.99211","count.99212","count.99911","count.99912","count.99913","NUTS_ID"
1,3923563,69655,4846,89,7527,517,9,996,81,2,30261,2256,38,1049,44,6,171,68,89,43,25,14,42,1176,132,2,597,20,1,9996,1425,16,61,40,413,46,1,5649,1528,5,192,31,2203,208,4,15,8,1115,249,1,"ITF4"
2,1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HR03"
