"ID","count.0","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11211","count.11212","count.11213","count.11231","count.11232","count.11233","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12211","count.12212","count.12213","count.12231","count.12232","count.12233","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","count.91111","count.91112","count.91113","count.91131","count.91132","count.91133","count.91211","count.91212","count.91213","count.91231","count.91232","count.91233","count.91911","count.91912","count.91913","count.91931","count.91932","count.92111","count.92112","count.92113","count.92131","count.92132","count.92133","count.92211","count.92212","count.92213","count.92231","count.92232","count.92233","count.92911","count.92912","count.92913","count.92931","count.92932","count.92933","NUTS_ID"
1,36258900,396854,762,17756,15352,4871,9748,360173,7327,6062,311527,10262,8029,24207,973,83,31212,2552,133,7896,868,3894,93732,20367,30188,102207,2935,538,161271,15598,3119,5957,1252,17,91368,15306,549,5327,778,178,725,35,21,3281,646,717,1571,53,29,1672,4,2,221,38,2930,930,2408,18886,9788,1411,2035,269,337,10641,3455,366,535,135,2,4853,1262,46,"ES52"
