"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.12121","count.12123","count.12321","count.12322","count.12323","NUTS_ID"
1,50432694,34389,2142,44,10612,87,9,2931272,255754,3530,43789,101,47,0,0,0,0,0,"NO02"
2,4724068,0,0,0,0,0,0,210168,53935,349,5,0,0,0,0,0,0,0,"NO08"
3,38765368,1381172,28812,1558,1011261,10954,1194,86225,1390,143,4,0,0,1829,3,7048,34,10,"SE31"
