"ID","count.0","count.11111","count.11112","count.11113","count.12111","count.12112","count.12113","count.12311","count.12312","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12313","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91911","count.91912","count.19311","count.19312","count.19313","count.31913","count.39111","count.39112","count.39113","count.39911","count.39912","count.39913","count.92311","count.92312","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,654106,9483,6661,9,201300,212989,3350,536,446,1872,690,117,34273,7801,3285,594,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEF0"
2,5954943,10198,17209,15,378952,603451,700,1072,1834,12832,10505,18,0,0,0,0,0,0,353,701,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE92"
3,43174178,778801,1532391,3650,4212579,7048284,251539,682684,1349658,59719,47297,7265,77849,68495,142,11590,6662,41,98367,306833,202,11709,9665,173,18420,7125,847,2,965,7987,2,44221,112648,98,28441,80418,16,1450,945,502404,1137243,8212,117026,343353,92,6367,4417,502,3771,3801,4,158,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE93"
4,2786651,22421,15854,19,599745,438083,10477,1980,3896,82136,40510,1063,0,0,0,0,0,0,2700,4418,0,1473,737,2,104,7537,2356,836,982,233,2,0,0,0,0,0,0,0,0,1883,1182,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE50"
5,12512001,139725,239326,245,916259,1261738,3169,32279,40441,24849,23929,205,118562,141459,2186,30070,7306,6183,7578,16533,17,8832,9346,25,40,16314,5800,1461,5019,5599,99,32457,56413,106,1464,769,3,380,392,1870677,2816423,27554,189911,228193,1770,49204,57594,7494,0,0,0,0,0,5151,10043,3,2,6572,2912,315,2551,1880,787,1316,1640,360,950,458,4569,686,2403,"DE94"
