"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,79039960,4200528,239440,8629,35628,2869,102,1922427,114907,3325,111797,9024,165,3391890,160287,6400,2239,58,1,2341559,122298,3808,141647,8388,244,"FRB0"
2,6965764,603649,71818,1243,12006,2802,27,16400,787,35,4194,326,10,343322,27684,746,148,21,1,67632,5948,153,6798,854,12,"FRC1"
