"ID","count.0","count.11921","count.11922","count.11923","count.255","count.11911","count.11912","count.11913","count.12911","count.12912","count.12913","count.12921","count.12923","count.19911","count.19912","count.19913","count.19921","count.19922","count.19923","count.91911","count.91912","count.91913","count.91921","count.91922","count.91923","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99911","count.99912","count.99913","count.99921","count.99922","count.99923","NUTS_ID"
1,288172,76004,1464,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BA01"
2,26336271,1778948,38665,3625,4872,180705,1943,418,2417,24,5,2603,6,22885,386,32,12014,114,27,136572,211,454,167513,930,399,2024,5,7,595,12,2,37915,115,80,7129,11,19,"HR03"
