"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19911","count.19912","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91311","count.91312","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99311","count.99312","count.99911","count.99912","count.99913","NUTS_ID"
1,11608762,1010818,427568,3779,18484,5186,67,4627,1422,8,14287,7643,49,1438201,808885,6062,4871,1239,6,135989,69552,508,16568,9443,54,39,8,36,10,85470,30018,220,16260,2947,27,1096,302,1,452079,206020,1571,1783,84,1,63967,25696,194,2332,242,7,61684,24931,279,161,27,21925,16696,66,284493,130850,1021,5174,638,13,26285,14089,100,43223,36178,195,672,332,1,39,8,4571,4808,22,"ITG2"
