"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11313","count.12211","count.12212","count.12213","NUTS_ID"
1,20002101,834111,23269,2082,2548,613,3,1112,2,22011,445,45,2548938,112272,5722,40879,2330,75,52187,2660,161,0,0,0,0,"BG34"
2,246480,0,0,0,0,0,0,0,0,0,0,0,73435,1045,57,2628,10,3,0,0,0,0,0,0,0,"BG41"
3,62257307,1546884,136034,2794,4200,109,14,24138,5423,18723,1058,35,9582350,1346258,18765,169902,23809,308,276324,67035,538,36,138830,4083,241,"BG42"
4,221794,18674,0,2,0,0,0,0,0,0,0,0,156039,100,108,0,0,0,861,0,0,0,0,0,0,"BG31"
