"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12122","count.12123","count.12321","count.12322","count.12323","NUTS_ID"
1,6925249,632446,7379,778,44418,253,49,488736,7638,593,7538,94,12,1048,3,1,472642,7335,666,59,259480,4110,275,1511,45,1,0,0,0,0,0,"PL21"
2,6522907,48176,568,51,751,0,0,51304,953,78,1375,0,0,1100,3,1,614011,10383,612,96928,866031,19642,945,1530,121,1,1184,117,62431,1010,63,"PL82"
3,66789203,5090008,432485,5037,61095,72,69,1076579,63906,746,25320,1156,21,26845,8253,34,5859969,753659,6006,32245,2334736,187050,1579,57071,19208,68,0,38,2901,6,0,"SK04"
