"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11911","count.11912","NUTS_ID"
1,10813396,2287804,77663,3123,54650,1652,89,49502,1080,77,0,0,0,0,0,"RO22"
2,66633808,17176715,987528,31434,1172752,72479,2232,218891,24308,429,23185,2742,20,1307,108,"RO21"
