"ID","count.0","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11211","count.11212","count.11213","count.11231","count.11232","count.11233","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12211","count.12212","count.12213","count.12231","count.12232","count.12233","count.12911","count.12931","count.12932","count.12933","NUTS_ID"
1,36002806,427227,18520,8920,153050,9668,3738,1358931,70056,23037,483904,28707,10322,6621,24,38,4063,442,41,351,6,1,54479,3397,1528,27811,464,251,264380,15596,3571,36,1034,273,5,"ES61"
2,35504941,22459,353,49,77927,2616,1533,40181,754,108,534215,34614,3650,0,0,0,7919,1444,17,97,0,0,22562,1041,1025,0,0,0,128115,7790,904,0,2326,143,0,"ES62"
3,23665236,171354,6500,2496,123343,5448,4091,190801,7795,4052,360123,15252,9283,733,0,2,7587,837,158,145,8,0,5271,47,60,0,0,0,35434,1385,380,0,2009,70,19,"ES42"
