"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,81403131,5152921,534204,7346,22910,5783,39,528023,62486,658,90207,8886,129,3796843,464611,5437,6768,1057,12,482447,63292,679,115205,10166,177,"FRB0"
2,5536436,529064,51703,1091,11481,533,23,40641,2250,95,2974,202,6,843763,98848,1707,3938,97,6,90951,7656,215,6641,663,10,"FRG0"
3,5174,0,0,0,0,0,0,0,0,0,0,0,0,343,35,0,0,0,0,0,0,0,12,25,0,"FRI3"
