"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12923","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.19921","count.19922","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.39111","count.39112","count.39113","count.39312","count.39911","count.39912","count.91111","count.91112","count.91113","count.91121","count.91122","count.91123","count.91321","count.91911","count.91912","count.91913","count.91921","count.91922","count.92121","count.92122","count.92921","count.92922","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,6241577,595343,349746,1881,833935,178469,1931,1897,1473,4,72223,94537,243,50342,3956,102,49431,35001,156,9612,6729,35,85599,17211,198,13295,2194,23,226,1,6248,3287,22,3103,1827,5,621,446,37051,31525,111,24967,5682,32,4482,5632,9,419,860,1,10372,2005,7,451,156,2,419,80,2,46,112,90,10771,13645,93,5089,870,14,2,1031,1383,2,113,1,503,169,101,16,542,611,3,447,930,3,"ES12"
