"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12221","count.12222","count.12223","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","NUTS_ID"
1,78875516,2711692,721552,4187,6308106,1168925,9187,241185,99632,418,225440,59028,329,13499,2305,17,92437,30004,157,17793,8014,35,211104,4172,296,3478935,813917,5402,1989061,493707,3214,106938,53788,184,18116,4814,24,6112,1461,12,34145,8368,45,105714,42081,172,64999,2122,114,"FRK2"
2,1106688,89142,12816,176,595778,16044,659,272,11,0,0,0,0,0,0,0,0,0,0,826,27,1,138714,196,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRL0"
