"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","NUTS_ID"
1,21839015,1177282,23702,11318,12799,97,58,138923,2659,1364,12751,103,57,1377541,46005,23214,7580,682,44,337066,7559,5833,15841,431,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES61"
2,44729907,2611755,125406,16586,69440,4212,268,744010,23908,3181,45353,2406,112,4548861,212416,29977,43519,2056,418,2879835,88389,19108,66530,3781,280,52503,1756,474,27946,653,68,324759,5835,1162,302296,4968,1012,3124,14,2,"ES43"
3,11592766,214626,13240,859,994,18,3,378,56,0,0,0,0,3981804,109368,18565,4248,6,8,1628317,58051,12840,122829,16654,551,33,0,0,0,0,0,150564,1838,335,30478,216,78,0,0,0,"PT1C"
